id,name,ward,address,addressToSearch,station,owner,timeOpen,timeClose,allDayFlg,capacity,biginDate,tel,lng,lat,accuracy
6124,八名川グループ保育室,江東区,新大橋3-1-15,東京都江東区新大橋3-1-15,都営大江戸線　森下駅,江東区,7:30,18:30,,18,H12. 1.11,3633-6781,139.79613,35.68687,8
6125,南陽グループ保育室,江東区,東陽5-31-21,東京都江東区東陽5-31-21,東西線　東陽町駅,江東区,7:30,18:30,,12,H13.11. 1,5606-8785,139.81613,35.6726,8
6126,ママnoいえ,江東区,亀戸6-8-7平塚ビル1階102号室,東京都江東区亀戸6-8-7,JR総武線　亀戸駅,医療法人社団　五の橋産婦人科,8:00,19:00,,12,H17.2.21,3682-8800,139.82825,35.69487,8
6127,都市型保育園ポポラー　東京亀戸園,江東区,亀戸2-1-12　スポ-ツクラブ＆スパルネサンス亀戸2階,東京都江東区亀戸2-1-12,JR総武線　亀戸駅・錦糸町駅,株式会社タスクフォース,7:30,21:00,,40,H17.7.1,5836-8070,139.82051,35.69808,8
6128,ニュートンプレイスナースリー,江東区,塩浜1-4-33,東京都江東区塩浜1-4-33,東西線  木場駅,ニュートンプレイス管理組合,8:00,19:30,,30,H15.10.14,5634-3601,139.80006,35.66261,8
6129,保育ママ・ネット,江東区,亀戸7-68-16,東京都江東区亀戸7-68-16,ＪＲ総武線　亀戸駅,有限会社ひまわりアットワーク,,,○,3,H13.5.25,5628-1271,139.83997,35.69449,8
6130,江東区男女共同参画推進センター保育室,江東区,扇橋3-22-2,東京都江東区扇橋3-22-2,都営新宿線　住吉駅,江東区,9:00,21:30,,20,H3.3.3,5683-0341,139.82027,35.68398,8
6131,都市型保育園ポポラー東京豊洲園,江東区,豊洲4-10-18,東京都江東区豊洲4-10-18,有楽町線　豊洲駅,株式会社タスク・フォース,7:00,21:00,,26,H21.3.1,5547-5090,139.80087,35.65451,8
6132,バディスポーツ幼児園豊洲,江東区,豊洲2-1-21,東京都江東区豊洲2-1-21,有楽町線　　豊洲駅,株式会社バディ企画研究所,8:00,19:00,,定員設定なし,H22.4.1,5547-4904,139.79294,35.65629,8
6133,ドリームキッズハウス,江東区,南砂2-6-3サンライズ東陽ビル4階,東京都江東区南砂2-6-3,東西線　東陽町駅,株式会社エデュケーションプランニング,7:30,19:30,,54,H23.4.1,5690-0220,139.81969,35.6725,8
6134,江東区東陽保育ルーム,江東区,東陽3-24-18TOMビル2階,東京都江東区東陽3-24-18,東西線　東陽町駅,江東区,7:30,19:30,,18,H23.4.1,6666-3273,139.81238,35.66957,8
6135,江東区南砂保育ルーム,江東区,南砂2-26-19,東京都江東区南砂2-26-19,東西線　東陽町駅,江東区,7:30,19:30,,18,H23.4.1,6666-3256,139.82376,35.67462,8
6136,江東区富岡保育ルーム,江東区,富岡2-5-5シティハイム門前仲町1階,東京都江東区富岡2-5-5,東西線　門前仲町駅,江東区,7:30,19:30,,18,H23.4.1,6458-8936,139.80069,35.67135,8
6137,キッズスクウェア有明セントラルタワー,江東区,有明3-7-18有明セントラルタワ-2階,東京都江東区有明3-7-18,ゆりかもめ線　有明駅,株式会社アルファコーポレーション,8:00,22:00,,27,H23.7.1,3527-5773,139.7935498,35.6321494,8
6138,どんぐり保育室,江東区,北砂5-20-10-224,東京都江東区北砂5-20-10,都営新宿線　大島駅,佐藤　登也,7:30,19:00,,12,S34.8.1,3640-7052,139.8343303,35.6853552,8
6139,セピアランド保育室,江東区,東陽4-6-14-208,東京都江東区東陽4-6-14,東西線　東陽町駅,河村　寿輔,7:30,19:00,,24,S58.6.15,3646-6010,139.81958,35.67044,8
6140,東京フロントコート　桜ナーサリー,江東区,豊洲4-9-13,東京都江東区豊洲4-9-13,有楽町線　豊洲駅,東京フロントコート管理組合,7:45,19:30,,20,H23.4.1,6673-1860,139.79982,35.65554,8
6141,ス-パーキッズ保育園Ritz,江東区,亀戸３－６２－１１－１階,東京都江東区亀戸3-62-11,JR総武線　亀戸駅,熊谷　律子,7:30,20:30,,定員設定なし,H24.5.1,5875-5637,139.82549,35.70333,8
6142,大島インターナショナル幼保園,江東区,大島6-22-9エピナール大島1F,東京都江東区大島6-22-9,都営新宿線　大島駅,株式会社ニュー・クックリーフ大田,7:30,20:30,,36,H21.6.1,5858-6593,139.83745,35.69276,8
6143,mama’s　smile錦糸町店,江東区,毛利1-21-12高知尾ビル１階,東京都江東区毛利1-21-12,ＩＲ総武線　錦糸町駅,朝日康恵,9:00,17:00,,定員設定なし,H26.3.8,6240-2649,139.81348,35.69269,8
6144,ちあきっず,江東区,辰巳1-9-49,東京都江東区辰巳1-9-49,有楽町線　辰巳駅,合同会社　タクト,9:00,17:00,,35,H26.4.1,050-3390-8255,139.80894,35.65012,8
6145,ぐろうすきっず保育園　木場園,江東区,富岡2-3-2　行平ビル1F,東京都江東区富岡2-3-2,東西線　門前仲町駅,株式会社グロースデザイン,7:30,22:00,,42,H26.6.15,5621-2242,139.80054,35.67066,8
6146,産前産後ケアセンター東峯サライ,江東区,木場6-11-3　東寿会ビル別館,東京都江東区木場6-11-3,東西線　木場駅,医療法人社団東寿会,9:00,18:00,,6,H26.10.29,3646-0303,139.80667,35.66849,8
6147,チャイルドマインダー須貝,品川区,小山台1-29-5,東京都品川区小山台1-29-5,東急目黒線　武蔵小山駅,須貝美香,8:00,21:00,,定員設定なし,H 9.10. 1,3793-4171,139.7074709,35.6226682,8
6148,保育所キッズシテイリカ　　,品川区,小山台1-21-14,東京都品川区小山台1-21-14,東急目黒線　武蔵小山駅,石崎文恵,8:00,21:00,,定員設定なし,H14.12.15,3713-3244,139.7045267,35.6220016,8
6149,子育て交流ルーム「品川宿おばちゃんち」,品川区,北品川2-19-6並木ビル1階,東京都品川区北品川2-19-6,東急京浜急行線　新馬場駅,ＮＰＯ法人ふれあいの家　おばちゃんち,9:00,17:00,,14,H18.11.20,5463-6458,139.7423405,35.6180115,8
6150,保育所めるへんキッズ,品川区, 南大井3-26-3カーサフィノ大森102,東京都品川区 南大井3-26-3,東急京浜急行線　大森海岸駅,株式会社めるへんキッズ,7:30,19:00,,20,H19.2.13,3765-2022,139.7343037,35.5884287,8
6151,ひよこるーむ,品川区,南品川1-2-22-201,東京都品川区南品川1-2-22,東急京浜急行線新馬場駅,高橋昭子,,,○,定員設定なし,H19.5.8,5463-4710,139.7435488,35.6157285,8
6152,なないろ保育園,品川区,小山4-8-12清野ビル1階,東京都品川区小山4-8-12,東急目黒線　武蔵小山駅,内海奈菜,7:30,21:00,,30,H20.9.1,5498-0413,139.7035325,35.6177548,8
6153,ゆ～き保育園,品川区,東中延2-4-10中延ビル1階,東京都品川区東中延2-4-10,東急池上線　荏原中延駅,森　周平,8:00,20:00,,定員設定なし,H21.9.15,3783-5589,139.7140319,35.6083785,8
6154,サニーエンジェル保育園武蔵小山,品川区,荏原3-8-14チェリス武蔵小山103,東京都品川区荏原3-8-14,東急目黒線　武蔵小山駅,株式会社サニーフューチャー,7:00,20:00,,定員設定なし,H22.5.1,6426-6532,139.7065628,35.6174744,8
6155,伸芽_sクラブ目黒,品川区,上大崎2-25-5久米ビル2階,東京都品川区上大崎2-25-5,JR山手線　目黒駅,株式会社伸芽会,7:30,21:00,,100,H23.5.10,5759-1915,139.7146421,35.6346031,8
6156,子育て交流ルーム「昭和通りおばちゃんち」,品川区,西中延2-18-1,東京都品川区西中延2-18-1,東急池上線　荏原中延駅,特定非営利活動法人ふれあいの家おばちゃんち,9:00,17:00,,定員設定なし,H24.10.15,5749-3212,139.7085629,35.6091949,8
6157,ジュエルキッズ,品川区,東五反田4－9－7江藤ビル2階,東京都品川区東五反田4-9-7,JR山の手線　五反田駅,株式会社ＵＰＷＡＲＤ,8:00,2:00,,,H23.4.1,6426-1371,139.7263801,35.6293902,8
6158,伸芽’ｓクラブ大崎,品川区,大崎5-10-10大崎CNビル3F,東京都品川区大崎5-10-10,JR山手線　大崎駅,株式会社伸芽会,7:30,21:00,,32,H25.4.22,3491-3715,139.7261082,35.6214134,8
6159,ケアケアーズ,品川区,荏原4-1-4フォーラム鈴木202,東京都品川区荏原4-1-4,東急目黒線　武蔵小山駅,株式会社エーシーオー,10:00,16:00,,定員設定なし,H25.9.1,6426-1226,139.705799,35.6173827,8
6160,保育所ちびっこランド戸越園,品川区,戸越3-1-15戸越アールワンビル201,東京都品川区戸越3-1-15,都営浅草線　戸越駅,森　繁明,7:30,19:00,,35,H26.4.14,3783-5266,139.7167592,35.6148111,8
6161,聖母保育園,品川区,南品川2-17-27,東京都品川区南品川2-17-27,京急線　青物横丁駅,株式会社ゆりかん保育園,7:30,19:30,,12,H27.4.30,6337-1032,139.744349,35.6115651,8
6162,キッズワールド　柿の木坂ネスト,目黒区,八雲1-4-3　駒原ビル2Ｆ,東京都目黒区八雲1-4-3,東急東横線　都立大学駅,株式会社ネットワークコーポレーション,8:00,19:00,,定員設定なし,H 9. 1.20,5729-0766,139.6752,35.61848,8
6163,キッズインターナショナル碑文谷,目黒区,碑文谷5-2-5　Ｔ＆Aビル6Ｆ,東京都目黒区碑文谷5-2-5,東急東横線　都立大学駅,有限会社キッズインターナショナル,9:00,18:00,,定員設定なし,H12. 4. 2,5720-5601,139.6848,35.62326,8
6164,ステッラ子ども教室学芸大学（新・サンスマイルチャイルド）,目黒区,鷹番2-20-17　TSビル304,東京都目黒区鷹番2-20-17,東急東横線　都立大学駅,鈴木悠太,7:00,22:00,,定員設定なし,H15. 3. 1,3794-2560,139.68625,35.6299,8
6165,明日葉保育園都立大学園,目黒区,中根2-14-20イ-ストビル1階,東京都目黒区中根2-14-20,東急東横線　都立大学駅,株式会社明日葉,8:00,21:00,,28,H17.7.20,5731-6025,139.67516,35.61625,8
6166,日の丸自動車学校託児室,目黒区,三田1-6-27,東京都目黒区三田1-6-27,JR山手線  目黒駅,日の丸総業株式会社,9:00,16:00,,定員設定なし,H8.8.8,3719-3515,139.71306,35.63865,8
6167,いい保育園　自由が丘　aikata,目黒区,自由が丘1-5-1,東京都目黒区自由が丘1-5-1,東急東横線　自由が丘駅,アイカタ株式会社,8:00,20:00,,30,H20.8.11,5731-4040,139.67134,35.60809,8
6168,スマイル保育園,目黒区,祐天寺2-3-17　リバティ大明2F,東京都目黒区祐天寺2-3-17,東急東横線　祐天寺駅,株式会社フォーティーセブン,,,○,定員設定なし,H22.3.1,6452-3384,139.69211,35.63778,8
6169,保育ルームFelice目黒洗足園,目黒区,洗足2-6-15洗足21ビル2階,東京都目黒区洗足2-6-15,東急目黒線　洗足駅,株式会社アルコバレーノ,7:30,21:00,,定員設定なし,H22.12.1,3794-3360,139.69409,35.61122,8
6170,エルデ保育園,目黒区,駒場2-7-7,東京都目黒区駒場2-7-7,井の頭線駒場東大前駅,中村　重子,7:30,19:00,,定員設定なし,S43.4.1,3465-4680,139.68216,35.65855,8
6171,駒沢の森こども園,目黒区,八雲5-14-21パ-ク矢澤Ⅱ,東京都目黒区八雲5-14-21,東急東横線　都立大学駅,角川キッズラボ株式会社,8:00,22:00,,定員設定なし,H23.9.1,3725-1661,139.66699,35.62136,8
6172,BUNBUN保育園,目黒区,鷹番3-19-3グリーングラス101,東京都目黒区鷹番3-19-3,東急東横線　学芸大学駅,株式会社A’zaas.,7:30,21:00,,12,H24.4.2,5708-5903,139.68312,35.62967,8
6173,伸芽'ｓクラブ　自由が丘,目黒区,自由が丘１-２５-２０自由が丘ミュービル１階,東京都目黒区自由が丘1-25-20,東急東横線　自由が丘駅,株式会社伸芽会,7:30,21:00,,124,H24.6.1,0120-34-1315,139.66933,35.60979,8
6174,こども園WOM,目黒区,碑文谷5-14-13　1階,東京都目黒区碑文谷5-14-13,東急東横線　学芸大学駅,株式会社エストコーポレーション,8:00,20:00,,50,H26.12.1,5724-5251,139.68263,35.62226,8
6175,東京インターナショナルスクール中目黒キンダーガーテン,目黒区,中目黒2-9-13　スタンレー電気本社ビル１F,東京都目黒区中目黒2-9-13,東急東横線　中目黒駅,株式会社グローバル人材研究所,9:00,16:00,,84,H25.4.1,3791-4584,139.70335,35.63966,8
6176,蒲田子供の家,大田区,蒲田3-16-12　司ビル2Ｆ,東京都大田区蒲田3-16-12,東急京浜急行線　　蒲田駅,渡辺　冷子, , ,○,定員設定なし,S53. 3. 2,3735-7117,139.72316,35.56287,8
6177,マイスポーツ久ケ原,大田区,久が原5-12-8,東京都大田区久が原5-12-8,東急池上線　池上駅,株式会社久ケ原スポーツクラブ,10:00,17:00,,定員設定なし,S62. 4. 1,3752-3141,139.69896,35.57802,8
6178,ナーサリースカイ,大田区,上池台1-13-4タックビル1F,東京都大田区上池台1-13-4,東急池上線  長原駅,深瀬  かおる,8:00,20:00,,定員設定なし,H18.4.1,3727-8217,139.69736,35.60259,8
6179,English School　イマジン　JAＰAＮ  FUTURE児童園,大田区,下丸子3-13-6HouseSwallow1F,東京都大田区下丸子3-13-6,東急多摩川線　下丸子駅,シンコーファシリティーズ株式会社,7:30,19:00,,定員設定なし,H.19.4.2,5534-9388,139.68683,35.56969,8
6180,うちやまベビールーム,大田区,東雪谷1-17-4,東京都大田区東雪谷1-17-4,東急池上線　洗足池駅,内山　貴子,9:00,17:00,,4,H21.9.2,3727-9873,139.69118,35.59662,8
6181,保育所ちびっこランド蒲田西口園,大田区,西蒲田8-24-7栄ビル2F,東京都大田区西蒲田8-24-7,JR京浜東北線　蒲田駅,管　博,7:30,19:00,,25,H22.6.18,3730-5033,139.71455,35.55986,8
6182,子供の部屋保育室,大田区,西蒲田1-16-5,東京都大田区西蒲田1-16-5,JR京浜東北線　蒲田駅,石川　由利子,7:30,19:00,,19,S51.9.1,3753-4359,139.71588,35.57069,8
6183,衆幸会保育園,大田区,南六郷1-12-9,東京都大田区南六郷1-12-9,京浜急行線　雑色駅,一般社団法人衆幸会,8:00,18:30,,31,S47.4.1,3735-0777,139.72256,35.54906,8
6184,たんぽぽ保育園,大田区,石川町2-9-3,東京都大田区石川町2-9-3,東急池上線　石川台駅,阿部　ミドリ,7:30,19:00,,定員設定なし,H10.4.1,3726-1537,139.68361,35.59908,8
6185,保育所ちびっこランド大森園,大田区,大森北1-32-10宗形ビル1階,東京都大田区大森北1-32-10,JR京浜東北線　大森駅,菅　博,7:30,19:00,,29,H23.7.5,3763-7103,139.72742,35.58487,8
6186,保育室　サン御園,大田区,西蒲田7－49－2大田区社会福祉センター1階,東京都大田区西蒲田7-49-2,JR京浜東北線　蒲田駅,社会福祉法人大洋社,8:30,18:00,,16,H24.6.1,6424-5088,139.71265,35.56264,8
6187,サポートナミキ,大田区,池上1-6-3,東京都大田区池上1-6-3,都営浅草線　西馬込駅,並木　和子,9:00,18:00,,3,H25.4.1,3755-0610,139.70647,35.58189,8
6188,メリーポピンズ南蒲田ルーム,大田区,南蒲田2－20－2　K.Sハイム1階,東京都大田区南蒲田2-20-2,京急空港線　糀谷駅,株式会社ゴーエスト,7:00,20:00,,18,H26.9.1,6424-5678,139.72365,35.55413,8
6189,こぐまのお家,大田区,田園調布5-47-1,東京都大田区田園調布5-47-1,東横線　多摩川駅,平賀機械工業株式会社,9:00,17:00,,6,H26.12.1,5755-5672,139.65662,35.59515,8
6190,ももんが保育園,大田区,鵜の木2-2-2,東京都大田区鵜の木2-2-2,東急多摩川線鵜の木駅,桃川　文雄,7:30,20:00,,19,H27.8.1,4283-3154,139.68036,35.57626,8
6191,ろくごう病児保育室,大田区,仲六郷4-31-16,東京都大田区仲六郷4-31-16,京浜急行本線六郷駅,伊藤　葉子,8:30,18:00,,4,H27.9.1,5480-5088,139.70847,35.54096,8
6192,大きな木保育園,世田谷区,桜上水5-41-2,東京都世田谷区桜上水5-41-2,京王線　明大前駅,藤井　浩子,7:30,19:30,,18,H10. 4. 1,3306-5228,139.628162,35.666091,8
6193,マム・クラブ　三軒茶屋,世田谷区,三軒茶屋1-3-8　Wing246　 1F,東京都世田谷区三軒茶屋1-3-8,東急田園都市線　三軒茶屋駅,諸川　雅子,7:00,22:00,,定員設定なし,H10. 1. 1,3421-6106,139.674746,35.63939,8
6194,こどもクラブ　エニックス,世田谷区,南烏山4-23-13　ハイムピア104,東京都世田谷区南烏山4-23-13,京王線　千歳烏山駅,前田　潤子,7:30,19:00,,12,H11.10.25,5313-3914,139.602184,35.671257,8
6195,託児ルーム　バンビーノ,世田谷区,梅ヶ丘1-20-9　梅ヶ丘プラザ2Ｆ,東京都世田谷区梅ヶ丘1-20-9,小田急線　梅ヶ丘駅,有限会社バンビーノ,9:00,20:00,,17,H12. 9. 1,5426-4678,139.654291,35.655493,8
6196,奥沢子供の家,世田谷区,奥沢3-12-12　1F,東京都世田谷区奥沢3-12-12,東急目蒲線　奥沢駅,小池　典子,8:00,22:00,,18,H14. 5. 1,5754-0871,139.672436,35.60107,8
6197,ぽこぽこえん松原,世田谷区,赤堤2-42-5　杉田村松ビル1階,東京都世田谷区赤堤2-42-5,東急世田谷線　松原駅,株式会社キッズパーク,7:00,23:00,,32,H14.10.21,5355-1910,139.642306,35.658962,8
6198,ほいくルーム・すずらん,世田谷区,尾山台3-9-2プロスパーきむら１階,東京都世田谷区尾山台3-9-2,東急大井町線　尾山台駅,合資会社すずらん子どもの会,7:30,21:00,,20,H14.12.12,5760-5006,139.652971,35.603694,8
6199,ミクリキディステーション,世田谷区,下馬6-44-17,東京都世田谷区下馬6-44-17,東急東横線　学芸大学駅,吉崎　治子,,,○,定員設定なし,H 5. 1.10,3410-6828,139.680717,35.6332,8
6200,ロハスキッズ・センター　クローバー,世田谷区,玉川1-7-7玉川ハイツ1F,東京都世田谷区玉川1-7-7,田園都市線　二子玉川駅,株式会社トド・プレス,7:30,20:30,,35,H18.4.1,5797-5420,139.627557,35.610509,8
6201,にこりんこルーム,世田谷区,砧4-20-21,東京都世田谷区砧4-20-21,小田急線　祖師谷大蔵駅,神田　奈都子,8:00,18:00,,10,H17.9.1,3417-5537,139.615001,35.64047,8
6202,マム・クラブ豪徳寺,世田谷区,豪徳寺1-7-8-1F,東京都世田谷区豪徳寺1-7-8,小田急線　豪徳寺駅,諸川　雅子,7:00,22:00,,定員設定なし,H17.11.15,3420-0526,139.646245,35.651635,8
6203,愛嬰幼保学園新宿園,新宿区,百人町2-11-24,東京都新宿区百人町2-11-24,JR山の手線　新大久保駅,株式会社　愛嬰,,,○,50,H22.2.1,4405-7604,139.699147,35.701942,8
6204,都市型保育園ポポラー　東京久我山園,世田谷区,北烏山7丁目25番6号　久我山ガ-デンヒルズ七番館1階,東京都世田谷区北烏山7丁目25番6号,井の頭線　久我山駅,株式会社タスク･フォース,7:00,22:00,,38,H17.3.15,5315-8090,139.591726,35.681303,8
6205,幼児園First　Classroom　世田谷,世田谷区,経堂4-20-2　経堂田中ビル2階,東京都世田谷区経堂4-20-2,小田急線　千歳船橋駅,新教育デザイニング株式会社,7:50,19:00,,18,H19.3.1,3439-2555,139.626522,35.648383,8
6206,光の子園,世田谷区,中町5-19-15,東京都世田谷区中町5-19-15,東急田園都市線　用賀駅,座間　保裕,9:00,17:00,,162,S56.9.18,3703-8793,139.642652,35.620145,8
6207,ABCキッズ保育園,世田谷区,船橋1-9-18,東京都世田谷区船橋1-9-18,小田急線　千歳船橋駅,鼓スタイル株式会社,7:30,21:00,,30,H20.9.18,3429-5902,139.6236,35.648236,8
6208,保育所ハッピートーク等々力園,世田谷区,等々力3-12-2平林ビル2Ｆ,東京都世田谷区等々力3-12-2,東急大井町線　等々力駅,前波　鼓,7:30,19:00,,定員設定なし,H20.8.18,6913-4328,139.648627,35.60891,8
6209,保育ルームFelice世田谷用賀園,世田谷区,玉川台2-3-10第3ＹＮビル1Ｆ,東京都世田谷区玉川台2-3-10,東急田園都市線用賀駅,株式会社アルコバレーノ,7:30,21:00,,31,H21.2.11.,5491-2401,139.631248,35.623,8
6210,kidsGarden自由ヶ丘,世田谷区,深沢1-7-1　レジディア自由ヶ丘Ⅱ2F,東京都世田谷区深沢1-7-1,東急東横線　自由ヶ丘駅,株式会社KidsSmileProject,7:30,22:00,,定員設定なし,H21.5.1,6809-8605,139.662181,35.614126,8
6211,リトルパルズ,世田谷区,下馬2-6-8,東京都世田谷区下馬2-6-8,東急メトロ半蔵門線三軒茶屋駅,株式会社アイ・エス･シー,9:30,18:00,,定員設定なし,H7.9.22,3411-5939,139.679545,35.639374,8
6212,保育所千歳台園,世田谷区,千歳台2-28-2,東京都世田谷区千歳台2-28-2,小田急線　千歳船橋駅,竹内　時男,7:00,20:00,,25,H21.8.24,3482-6641,139.613984,35.651171,8
6213,モンテッソーリ二子玉川こどものいえ,世田谷区,玉川4-36-10,東京都世田谷区玉川4-36-10,東急大井町線　二子玉川駅,萩原　香,7:30,19:00,,25,H22.4.1,6411-7509,139.622388,35.618823,8
6214,おおはらきっず,世田谷区,大原1-54-7おおはらきっず内,東京都世田谷区大原1-54-7,京王線　代田橋駅,株式会社　なぎさ,8:00,17:00,,10,H22.4.1,5454-1133,139.661763,35.669872,8
6215,チャイルドケアハウスあんあん中町,世田谷区,中町5-2-3,東京都世田谷区中町5-2-3,東急東横線　上野毛駅,青沼　亜紀子,7:30,20:30,,20,H22.10.8,6805-9555,139.644407,35.619903,8
6216,のいちご保育室,世田谷区,池尻3-4-13,東京都世田谷区池尻3-4-13,東急田園都市線　池尻大橋駅,清水　春香,7:00,21:00,,25,H22.12.1,6805-4334,139.682661,35.650114,8
6217,オハナ保育園,世田谷区,上野毛3-12-10,東京都世田谷区上野毛3-12-10,東急東横線　上野毛駅,新保　由美子,7:30,19:00,,定員設定なし,H23.3.1,3704-6555,139.636709,35.613618,8
6218,MYSIGT,世田谷区,若林5-4-12,東京都世田谷区若林5-4-12,東急世田谷線　若林駅,安倍　智子,8:00,18:00,,定員設定なし,H23.3.30,080-4442-2341,139.660183,35.647514,8
6219,保育所ちびっこランド八幡山園分園,世田谷区,八幡山3-36-12ウェルスト-ン八幡山,東京都世田谷区八幡山3-36-12,京王線　八幡山駅,合同会社　Agape,7:30,18:00,,23,H23.4.1,5357-3580,139.615228,35.669247,8
6220,つくし保育園,世田谷区,太子堂2-6-12,東京都世田谷区太子堂2-6-12,東急田園都市線三軒茶屋駅,NPO法人つくしの会遠藤　久一郎,7:30,19:00,,26,S44.10.1,3412-0294,139.673846,35.646087,8
6221,クラルテ保育園,世田谷区,世田谷1-22-2,東京都世田谷区世田谷1-22-2,東急世田谷線　上町駅,村松　伊見子,7:30,19:00,,25,S47.4.1,3429-4882,139.648167,35.6427,8
6222,バンビ保育室,世田谷区,世田谷1-32-14,東京都世田谷区世田谷1-32-14,東急世田谷線　世田谷駅,特定非営利活動法人バンビの会,7:30,19:00,,定員設定なし,H15.11.4,3428-4757,139.649995,35.641189,8
6223,サン・ベビールーム,世田谷区,三軒茶屋2-8-11-102,東京都世田谷区三軒茶屋2-8-11,東急田園都市線　三軒茶屋駅,株式会社ソレイユの樹,7:30,19:00,,33,S51.11.1,3422-1214,139.667802,35.642559,8
6224,なかよし保育室,世田谷区,池尻2-28-12,東京都世田谷区池尻2-28-12,東急田園都市線　池尻大橋駅,NPO法人　仲良し子育てねっと,7:30,19:00,,10,S53.4.1,3410-3529,139.683781,35.648987,8
6225,ドレミファ保育室,世田谷区,北沢2-26-23,東京都世田谷区北沢2-26-23,小田急線　下北沢駅,一般社団法人スマイルキッズ　,7:30,19:00,,34,H16.4.1,3485-7384,139.666604,35.662332,8
6226,玉川赤ちゃんの家保育園,世田谷区,玉川3-27-1,東京都世田谷区玉川3-27-1,東急田園都市線　　ニ子玉川駅,特定非営利活動法人玉川保育の会,7:30,19:00,,27,S53.2.24,3700-5248,139.62429,35.614142,8
6227,にじいろ保育園,世田谷区,等々力4-19-18,東京都世田谷区等々力4-19-18,東急大井町線　　等々力駅,特定非営利活動法人玉川保育の会,7:30,19:00,,29,H12.12.1,5707-5322,139.652449,35.610679,8
6228,高木保育園,世田谷区,砧6-26-22,東京都世田谷区砧6-26-22,小田急線　祖師谷大倉駅,任意団体砧の会,7:30,19:00,,定員設定なし,s43.9,3415-4440,139.60971,35.641461,8
6229,メネス保育園,世田谷区,南烏山4-16-16,東京都世田谷区南烏山4-16-16,京王線　千歳烏山駅,後藤　芳子,7:00,19:00,,定員設定なし,s50.4,3300-1673,139.601373,35.670818,8
6230,YMCAチャイルドケアセンター,世田谷区,奥沢5-41-7,東京都世田谷区奥沢5-41-7,東急東横線　自由が丘駅,公益財団法人 東京YMCA,7:30,20:00,,20,H10.4.1,3722-4158,139.666422,35.60593,8
6231,おひさま保育園,世田谷区,尾山台3-33-2,東京都世田谷区尾山台3-33-2,東急大井町線尾山台駅,NPO法人　おひさま保育の会,7:30,19:00,,29,H10.6.1,5707-3888,139.655134,35.60633,8
6232,さくらキッズ,世田谷区,新町3-21-3,東京都世田谷区新町3-21-3,東急田園都市線　桜新町駅,学校法人　芳村学園,7:30,19:00,,定員設定なし,H10.4.1,5426-2415,139.646879,35.632299,8
6233,保育室SUKUSUKU,世田谷区,梅丘1-8-9　1階,東京都世田谷区梅丘1-8-9,小田急線　梅丘駅,特定非営利活動法人子育てネット　sukusuku,7:30,19:00,,21,H11.4.1,5450-8484,139.654239,35.654052,8
6234,学校法人二階堂学園日本女子体育大学附属　みどり幼稚園保育室,世田谷区,松原2-17-22,東京都世田谷区松原2-17-22,京王線　明大前駅,学校法人二階堂学園,7:30,19:00,,29,H１２.４．１.,3322-8452,139.648175,35.666397,8
6235,⑭クラッシー　クラッシーコンシェルジュTOKYOおうちde保育ステラ桜新町園,世田谷区,新町3-10-2　エルムス,東京都世田谷区新町3-10-2,東急田園都市線　桜新町駅,株式会社クラッシー,7:30,20:30,,20,H24.1.5,5426-2288,139.649359,35.633577,8
6236,LOVE　CLOVER,世田谷区,下馬4-11-2,東京都世田谷区下馬4-11-2,田園調布線　三軒茶屋駅,株式会社TWO　CARAT,,,○,定員設定なし,H21.3.9,3412-1515,139.677737,35.636324,8
6237,ぴぐみー自然保育園,世田谷区,鎌田3-17-1　ベルフレール玉川201,東京都世田谷区鎌田3-17-1,東急田園都市線　ニ子玉川駅,大黒　竜也,8:00,18:00,,16,H24.4.2,080-4830-4649,139.617335,35.619145,8
6238,都市型保育園ポポラー東京経堂園,世田谷区,経堂3-19-14アビエンテ経堂1階,東京都世田谷区経堂3-19-14,小田急線　経堂駅,株式会社タスク・フォース,7:30,21:00,,61,H24.3.1,5426-1080,139.627438,35.652291,8
6239,保育所ちびっこランド　桜新町サザエさん通り園,世田谷区,桜新町1-8-11桜町コーポ2階201,東京都世田谷区桜新町1-8-11,東急田園都市線桜新町駅,坂本　裕嗣,7:30,19:00,,30,H24.4.2,6413-9367,139.644224,35.630249,8
6240,ベビーエイト,世田谷区,代田6-12-1　1階,東京都世田谷区代田6-12-1,小田急線　下北沢駅,株式会社　リエイト,8:00,19:00,,定員設定なし,H24.5.（H27.3.3移転）,6804-8099,139.665196,35.664281,8
6241,Pikul　Kids,世田谷区,赤堤2-12-5ハイツ赤堤1階,東京都世田谷区赤堤2-12-5,小田急線　豪徳寺駅,株式会社ピックル,7:30,20:30,,40,H24.7.2,6379-2884,139.644512,35.65714,8
6242,保育室のびのび,世田谷区,北烏山2-３-１-１０５,東京都世田谷区北烏山2-3-1-105,京王線　千歳烏山駅,珠玖　とよ子,8:30,17:00,,5,H25.4.1,090-2446-0321,139.601527,35.680883,8
6243,小さな森の保育園,世田谷区,代沢5-18-1代沢カラバッシュ3階,東京都世田谷区代沢5-18-1,小田急線　下北沢駅,森　巖寺,8:30,18:00,,,H25.3.29,3421-1730,139.667368,35.656802,8
6244,都市型保育園ポポラー東京世田谷砧園,世田谷区,砧2-16-1ガーデニエール砧West South棟1階,東京都世田谷区砧2-16-1,小田急線　祖師ヶ谷大蔵駅,株式会社タスク・フォース,7:30,21:00,,59,H25.3.18,5727-9470,139.615965,35.64337,8
